"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	38112	9240070	412.464
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	37447	9249936	404.835
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	37399	9218109	405.712
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	36730	9197988	399.326
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	35738	9106178	392.459
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	34497	8848567	389.860
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	32605	8630670	377.781
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	31717	8415156	376.903
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	30768	8262650	372.374
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	30292	8224834	368.299
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	30923	8242207	375.179
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	31028	8203166	378.244
"Total"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"			660777	165655569	398.886
"Total"	"45-49 years"	"45-49"	"Male"	"M"					820178	190230149	431.150
"Total"	"45-49 years"	"45-49"							1328653	384192163	345.830
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	6549	957589	683.905
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	6991	1009332	692.636
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	7552	1098498	687.484
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	7818	1140404	685.547
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	8164	1181524	690.972
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	8171	1225243	666.888
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	8552	1266715	675.132
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	8444	1310132	644.515
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	8684	1364926	636.225
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	8728	1414223	617.159
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	8799	1455726	604.441
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	8784	1490699	589.254
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	8559	1516645	564.338
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	8555	1525453	560.817
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	8513	1535721	554.332
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	8595	1544898	556.347
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	8370	1541710	542.904
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	8502	1527679	556.531
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	8076	1511616	534.263
"Total"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"			156406	25618733	610.514
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	24986	7271943	343.595
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	26276	7522909	349.280
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	27436	7953021	344.976
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	27369	7916830	345.707
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	27688	8038670	344.435
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	27733	8210759	337.764
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	29173	8403987	347.133
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	29900	8579327	348.512
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	30489	8785805	347.026
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	31365	8954318	350.278
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	32550	9069690	358.888
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	32372	9158834	353.451
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	33379	9246045	361.008
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	33080	9226498	358.533
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	33414	9183353	363.854
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	33617	9147034	367.518
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	33374	9011406	370.353
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	32455	8757924	370.579
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	31092	8529970	364.503
"Total"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"			577748	162968323	354.516
"Total"	"50-54 years"	"50-54"	"Female"	"F"					734154	188587056	389.292
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	9906	811874	1220.140
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	10563	860621	1227.370
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11099	941429	1178.952
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11621	976815	1189.683
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12162	1013205	1200.349
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12116	1053416	1150.163
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	12483	1093030	1142.055
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	12721	1135007	1120.786
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	12525	1189011	1053.396
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	12288	1238784	991.940
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	12235	1279770	956.031
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	11728	1313373	892.968
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	11789	1336080	882.357
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	11643	1344834	865.757
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	11139	1351870	823.970
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	11119	1360058	817.539
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	11337	1357293	835.265
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	11197	1346024	831.857
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	11123	1330111	836.246
"Total"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"			220794	22332605	988.662
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	41130	7099852	579.308
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	43267	7354413	588.313
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	45629	7777205	586.702
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	46757	7743939	603.788
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	47689	7856194	607.024
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	48805	8022539	608.349
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	50765	8218017	617.728
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	51569	8393667	614.380
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	52109	8593438	606.381
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	53419	8771104	609.034
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	54141	8892051	608.870
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	53279	8989622	592.672
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	54283	9082551	597.662
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	53962	9070619	594.910
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	54073	9031877	598.691
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	53646	9002338	595.912
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	53062	8876043	597.811
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	51682	8647529	597.650
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	49949	8439618	591.840
"Total"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"			959216	159862616	600.025
"Total"	"50-54 years"	"50-54"	"Male"	"M"					1180010	182195221	647.662
"Total"	"50-54 years"	"50-54"							1914164	370782277	516.250
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	7608	722150	1053.521
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	7374	740990	995.155
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	7868	770574	1021.057
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	8143	823084	989.328
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	8418	872611	964.691
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	8690	934852	929.559
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	9042	1007600	897.380
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	9614	1080259	889.972
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	9722	1121442	866.920
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	9795	1162262	842.753
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	10076	1205624	835.750
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	10307	1237310	833.017
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	10476	1289724	812.267
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	10927	1342225	814.096
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	11225	1384183	810.948
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	11687	1421228	822.317
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	11973	1456627	821.967
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	12104	1475645	820.251
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	12213	1487113	821.256
"Total"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"			187262	21535503	869.550
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	32743	5754517	568.996
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	33792	5913277	571.460
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	34687	6105333	568.143
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	36177	6612837	547.072
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	37372	6867635	544.176
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	37663	7173983	524.994
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	38999	7518512	518.706
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	40527	7875440	514.600
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	39512	7845498	503.626
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	39829	7972193	499.599
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	40772	8148499	500.362
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	41148	8294565	496.084
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	42817	8508647	503.217
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	44379	8692742	510.529
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	45812	8833407	518.622
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	47464	8924861	531.818
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	48363	9006380	536.986
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	49250	9065876	543.246
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	49265	9044115	544.719
"Total"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"			780571	148158317	526.849
"Total"	"55-59 years"	"55-59"	"Female"	"F"					967833	169693820	570.341
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	10751	589866	1822.617
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	10787	607295	1776.237
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	10984	634846	1730.183
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11550	683307	1690.309
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12040	729106	1651.337
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12646	783212	1614.633
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13614	848277	1604.900
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14168	910675	1555.769
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14468	943929	1532.742
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14728	979107	1504.228
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	15062	1017966	1479.617
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	14939	1047860	1425.668
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	14971	1096583	1365.241
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	15536	1145196	1356.624
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	15988	1186365	1347.646
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	16177	1221758	1324.076
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	16433	1253761	1310.696
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	16696	1271785	1312.801
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	16992	1282134	1325.290
"Total"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"			268530	18233028	1472.767
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	51133	5470979	934.622
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	52048	5626391	925.069
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	53120	5828312	911.413
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	56535	6334720	892.462
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	58348	6592647	885.047
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	58771	6896284	852.213
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	62213	7233416	860.078
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	64935	7572294	857.534
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	64772	7541188	858.910
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	66337	7652373	866.881
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	67695	7815025	866.216
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	69195	7958850	869.410
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	71487	8172370	874.740
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	73372	8350306	878.674
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	75104	8499031	883.677
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	76704	8600010	891.906
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	77562	8696023	891.925
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	78631	8757142	897.907
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	78134	8744861	893.485
"Total"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"			1256096	142342222	882.448
"Total"	"55-59 years"	"55-59"	"Male"	"M"					1524626	160575250	949.478
"Total"	"55-59 years"	"55-59"							2492459	330269070	754.675
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	9099	600993	1513.994
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	9229	611886	1508.287
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	9203	627585	1466.415
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	9193	646736	1421.446
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	9635	672417	1432.891
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	9448	697668	1354.226
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	9663	719487	1343.040
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	9584	743039	1289.838
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	9833	793799	1238.727
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	10253	842295	1217.269
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	10668	903218	1181.110
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	11051	959495	1151.752
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	11724	1041563	1125.616
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	12069	1077411	1120.185
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	12818	1114478	1150.135
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	13442	1156610	1162.190
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	13763	1197771	1149.051
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	14504	1237200	1172.325
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	15032	1290511	1164.810
"Total"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"			210211	16934162	1241.343
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	44302	4784689	925.912
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	44635	4817566	926.505
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	44813	4950498	905.222
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	45686	5132669	890.102
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	47697	5416272	880.624
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	47933	5631718	851.126
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	48947	5812425	842.110
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	49420	5965448	828.437
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	50990	6462416	789.024
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	53188	6718402	791.676
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	54032	7023975	769.251
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	55139	7291837	756.174
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	57507	7692554	747.567
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	57019	7647370	745.603
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	57603	7754667	742.817
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	59550	7924066	751.508
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	61320	8119984	755.174
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	63176	8272310	763.704
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	65057	8448908	770.005
"Total"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"			1008014	125867774	800.852
"Total"	"60-64 years "	"60-64"	"Female"	"F"					1218225	142801936	853.087
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	12018	471350	2549.698
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	11891	482966	2462.078
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11921	497250	2397.386
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	12450	512278	2430.321
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12730	533618	2385.602
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12706	555039	2289.209
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13097	574127	2281.203
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13030	595512	2188.033
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	13659	640748	2131.727
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13936	684132	2037.034
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	14870	735452	2021.886
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	15519	784603	1977.943
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	16628	849845	1956.592
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	17126	876189	1954.601
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	18078	906118	1995.104
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	18666	940391	1984.919
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	19547	977038	2000.639
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	20392	1013024	2012.983
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	21131	1059505	1994.422
"Total"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"			289395	13689185	2114.041
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	65404	4407170	1484.036
